Timestamp,Temperature (°F)
2024-10-13 00:58:00,70.22
2024-10-13 00:59:00,71.22
2024-10-13 01:00:00,70.36
2024-10-13 01:01:00,70.51
2024-10-13 01:02:00,69.68
2024-10-13 01:03:00,70.48
2024-10-13 01:04:00,70.54
2024-10-13 01:05:00,71.32
2024-10-13 01:06:00,71.41
2024-10-13 01:07:00,69.59
2024-10-13 01:08:00,70.62
2024-10-13 01:09:00,69.01
2024-10-13 01:10:00,69.45
2024-10-13 01:11:00,71.74
2024-10-13 01:12:00,72.78
2024-10-13 01:13:00,69.81
2024-10-13 01:14:00,69.87
2024-10-13 01:15:00,71.56
2024-10-13 01:16:00,71.72
2024-10-13 01:17:00,69.57
2024-10-13 01:18:00,72.25
2024-10-13 01:19:00,72.3
2024-10-13 01:20:00,69.13
2024-10-13 01:21:00,70.09
2024-10-13 01:22:00,69.74
2024-10-13 01:23:00,71.07
2024-10-13 01:24:00,69.07
2024-10-13 01:25:00,71.37
2024-10-13 01:26:00,70.49
2024-10-13 01:27:00,72.83
2024-10-13 01:28:00,71.73
2024-10-13 01:29:00,72.81
2024-10-13 01:30:00,70.57
2024-10-13 01:31:00,72.5
2024-10-13 01:32:00,69.66
2024-10-13 01:33:00,69.33
2024-10-13 01:34:00,71.1
2024-10-13 01:35:00,69.43
2024-10-13 01:36:00,70.05
2024-10-13 01:37:00,69.7
2024-10-13 01:38:00,70.24
2024-10-13 01:39:00,69.36
2024-10-13 01:40:00,70.47
2024-10-13 01:41:00,70.11
2024-10-13 01:42:00,71.77
2024-10-13 01:43:00,69.17
2024-10-13 01:44:00,69.74
2024-10-13 01:45:00,69.76
2024-10-13 01:46:00,70.57
2024-10-13 01:47:00,72.77
2024-10-13 01:48:00,72.93
2024-10-13 01:49:00,69.22
2024-10-13 01:50:00,71.89
2024-10-13 01:51:00,70.54
2024-10-13 01:52:00,69.88
2024-10-13 01:53:00,71.29
2024-10-13 01:54:00,70.42
2024-10-13 01:55:00,70.23
2024-10-13 01:56:00,71.45
2024-10-13 01:57:00,69.37
2024-10-13 01:58:00,72.08
2024-10-13 01:59:00,69.8
2024-10-13 02:00:00,72.02
2024-10-13 02:01:00,72.43
2024-10-13 02:02:00,72.51
2024-10-13 02:03:00,70.04
2024-10-13 02:04:00,71.31
2024-10-13 02:05:00,69.54
2024-10-13 02:06:00,72.22
2024-10-13 02:07:00,69.42
2024-10-13 02:08:00,71.48
2024-10-13 02:09:00,70.24
2024-10-13 02:10:00,70.14
2024-10-13 02:11:00,69.01
2024-10-13 02:12:00,69.93
2024-10-13 02:13:00,71.87
2024-10-13 02:14:00,69.98
2024-10-13 02:15:00,71.69
2024-10-13 02:16:00,71.3
2024-10-13 02:17:00,70.33
2024-10-13 02:18:00,72.05
2024-10-13 02:19:00,72.47
2024-10-13 02:20:00,72.71
2024-10-13 02:21:00,70.27
2024-10-13 02:22:00,69.97
2024-10-13 02:23:00,70.21
2024-10-13 02:24:00,70.15
2024-10-13 02:25:00,70.88
2024-10-13 02:26:00,70.43
2024-10-13 02:27:00,69.51
2024-10-13 02:28:00,69.25
2024-10-13 02:29:00,70.9
2024-10-13 02:30:00,72.93
2024-10-13 02:31:00,72.56
2024-10-13 02:32:00,72.64
2024-10-13 02:33:00,69.87
2024-10-13 02:34:00,70.77
2024-10-13 02:35:00,71.07
2024-10-13 02:36:00,71.8
2024-10-13 02:37:00,72.86
2024-10-13 02:38:00,71.17
2024-10-13 02:39:00,71.31
2024-10-13 02:40:00,69.73
2024-10-13 02:41:00,70.62
2024-10-13 02:42:00,72.11
2024-10-13 02:43:00,69.24
2024-10-13 02:44:00,70.58
2024-10-13 02:45:00,71.31
2024-10-13 02:46:00,71.02
2024-10-13 02:47:00,71.59
2024-10-13 02:48:00,71.15
2024-10-13 02:49:00,70.4
2024-10-13 02:50:00,72.93
2024-10-13 02:51:00,72.48
2024-10-13 02:52:00,71.63
2024-10-13 02:53:00,69.13
2024-10-13 02:54:00,72.98
2024-10-13 02:55:00,72.03
2024-10-13 02:56:00,71.12
2024-10-13 02:57:00,70.26
2024-10-13 02:58:00,69.89
2024-10-13 02:59:00,71.36
2024-10-13 03:00:00,70.93
2024-10-13 03:01:00,69.64
2024-10-13 03:02:00,69.94
2024-10-13 03:03:00,71.88
2024-10-13 03:04:00,70.38
2024-10-13 03:05:00,71.8
2024-10-13 03:06:00,70.39
2024-10-13 03:07:00,72.47
2024-10-13 03:08:00,71.59
2024-10-13 03:09:00,70.6
2024-10-13 03:10:00,72.49
2024-10-13 03:11:00,70.38
2024-10-13 03:12:00,70.01
2024-10-13 03:13:00,72.43
2024-10-13 03:14:00,72.79
2024-10-13 03:15:00,71.74
2024-10-13 03:16:00,72.93
2024-10-13 03:17:00,70.72
2024-10-13 03:18:00,71.97
2024-10-13 03:19:00,70.48
2024-10-13 03:20:00,70.53
2024-10-13 03:21:00,69.29
2024-10-13 03:22:00,69.54
2024-10-13 03:23:00,72.58
2024-10-13 03:24:00,69.88
2024-10-13 03:25:00,70.89
2024-10-13 03:26:00,69.87
2024-10-13 03:27:00,71.56
2024-10-13 03:28:00,72.79
2024-10-13 03:29:00,71.03
2024-10-13 03:30:00,71.17
2024-10-13 03:31:00,69.75
2024-10-13 03:32:00,70.56
2024-10-13 03:33:00,69.13
2024-10-13 03:34:00,70.55
2024-10-13 03:35:00,72.5
2024-10-13 03:36:00,70.31
2024-10-13 03:37:00,69.57
2024-10-13 03:38:00,69.86
2024-10-13 03:39:00,69.32
2024-10-13 03:40:00,70.64
2024-10-13 03:41:00,70.78
2024-10-13 03:42:00,71.58
2024-10-13 03:43:00,72.78
2024-10-13 03:44:00,70.35
2024-10-13 03:45:00,69.29
2024-10-13 03:46:00,70.53
2024-10-13 03:47:00,71.57
2024-10-13 03:48:00,69.43
2024-10-13 03:49:00,70.18
2024-10-13 03:50:00,71.86
2024-10-13 03:51:00,70.95
2024-10-13 03:52:00,69.99
2024-10-13 03:53:00,72.92
2024-10-13 03:54:00,70.38
2024-10-13 03:55:00,69.16
2024-10-13 03:56:00,72.89
2024-10-13 03:57:00,72.61
2024-10-13 03:58:00,72.09
2024-10-13 03:59:00,71.61
2024-10-13 04:00:00,69.34
2024-10-13 04:01:00,70.11
2024-10-13 04:02:00,69.2
2024-10-13 04:03:00,72.1
2024-10-13 04:04:00,71.33
2024-10-13 04:05:00,70.56
2024-10-13 04:06:00,70.4
2024-10-13 04:07:00,69.85
2024-10-13 04:08:00,71.27
2024-10-13 04:09:00,71.69
2024-10-13 04:10:00,72.94
2024-10-13 04:11:00,72.44
2024-10-13 04:12:00,72.61
2024-10-13 04:13:00,69.34
2024-10-13 04:14:00,72.81
2024-10-13 04:15:00,70.26
2024-10-13 04:16:00,70.52
2024-10-13 04:17:00,72.71
2024-10-13 04:18:00,72.01
2024-10-13 04:19:00,72.91
2024-10-13 04:20:00,71.68
2024-10-13 04:21:00,71.17
2024-10-13 04:22:00,69.92
2024-10-13 04:23:00,71.92
2024-10-13 04:24:00,71.82
2024-10-13 04:25:00,69.7
2024-10-13 04:26:00,70.84
2024-10-13 04:27:00,70.55
2024-10-13 04:28:00,69.48
2024-10-13 04:29:00,69.36
2024-10-13 04:30:00,71.65
2024-10-13 04:31:00,69.11
2024-10-13 04:32:00,72.6
2024-10-13 04:33:00,72.05
2024-10-13 04:34:00,72.86
2024-10-13 04:35:00,70.38
2024-10-13 04:36:00,72.83
2024-10-13 04:37:00,70.8
2024-10-13 04:38:00,71.28
2024-10-13 04:39:00,71.62
2024-10-13 04:40:00,70.88
2024-10-13 04:41:00,72.58
2024-10-13 04:42:00,70.4
2024-10-13 04:43:00,71.91
2024-10-13 04:44:00,72.13
2024-10-13 04:45:00,70.65
2024-10-13 04:46:00,69.73
2024-10-13 04:47:00,70.04
2024-10-13 04:48:00,70.56
2024-10-13 04:49:00,72.72
2024-10-13 04:50:00,71.22
2024-10-13 04:51:00,72.3
2024-10-13 04:52:00,72.64
2024-10-13 04:53:00,70.25
2024-10-13 04:54:00,71.92
2024-10-13 04:55:00,69.98
2024-10-13 04:56:00,69.74
2024-10-13 04:57:00,69.03
2024-10-13 04:58:00,71.14
2024-10-13 04:59:00,72.26
2024-10-13 05:00:00,69.54
2024-10-13 05:01:00,70.97
2024-10-13 05:02:00,69.91
2024-10-13 05:03:00,70.52
2024-10-13 05:04:00,71.21
2024-10-13 05:05:00,72.97
2024-10-13 05:06:00,70.05
2024-10-13 05:07:00,69.29
2024-10-13 05:08:00,72.01
2024-10-13 05:09:00,70.8
2024-10-13 05:10:00,72.11
2024-10-13 05:11:00,69.09
2024-10-13 05:12:00,69.98
2024-10-13 05:13:00,71.57
2024-10-13 05:14:00,72.2
2024-10-13 05:15:00,70.3
2024-10-13 05:16:00,70.73
2024-10-13 05:17:00,71.31
2024-10-13 05:18:00,69.1
2024-10-13 05:19:00,71.24
2024-10-13 05:20:00,70.78
2024-10-13 05:21:00,71.48
2024-10-13 05:22:00,69.24
2024-10-13 05:23:00,72.32
2024-10-13 05:24:00,72.25
2024-10-13 05:25:00,69.94
2024-10-13 05:26:00,72.24
2024-10-13 05:27:00,69.12
2024-10-13 05:28:00,69.18
2024-10-13 05:29:00,71.01
2024-10-13 05:30:00,70.23
2024-10-13 05:31:00,71.26
2024-10-13 05:32:00,72.16
2024-10-13 05:33:00,69.93
2024-10-13 05:34:00,70.76
2024-10-13 05:35:00,69.15
2024-10-13 05:36:00,72.18
2024-10-13 05:37:00,71.6
2024-10-13 05:38:00,69.93
2024-10-13 05:39:00,71.24
2024-10-13 05:40:00,70.41
2024-10-13 05:41:00,70.15
2024-10-13 05:42:00,72.39
2024-10-13 05:43:00,70.17
2024-10-13 05:44:00,69.66
2024-10-13 05:45:00,70.85
2024-10-13 05:46:00,70.86
2024-10-13 05:47:00,70.56
2024-10-13 05:48:00,69.79
2024-10-13 05:49:00,72.23
2024-10-13 05:50:00,71.86
2024-10-13 05:51:00,69.44
2024-10-13 05:52:00,69.8
2024-10-13 05:53:00,69.59
2024-10-13 05:54:00,70.12
2024-10-13 05:55:00,70.45
2024-10-13 05:56:00,71.65
2024-10-13 05:57:00,72.78
2024-10-13 05:58:00,71.43
2024-10-13 05:59:00,69.85
2024-10-13 06:00:00,70.52
2024-10-13 06:01:00,71.14
2024-10-13 06:02:00,73.46
2024-10-13 06:03:00,70.65
2024-10-13 06:04:00,73.38
2024-10-13 06:05:00,72.49
2024-10-13 06:06:00,71.55
2024-10-13 06:07:00,71.03
2024-10-13 06:08:00,73.04
2024-10-13 06:09:00,73.81
2024-10-13 06:10:00,70.22
2024-10-13 06:11:00,72.96
2024-10-13 06:12:00,70.91
2024-10-13 06:13:00,69.95
2024-10-13 06:14:00,70.38
2024-10-13 06:15:00,73.92
2024-10-13 06:16:00,70.89
2024-10-13 06:17:00,69.55
2024-10-13 06:18:00,73.8
2024-10-13 06:19:00,70.35
2024-10-13 06:20:00,73.83
2024-10-13 06:21:00,69.17
2024-10-13 06:22:00,70.48
2024-10-13 06:23:00,70.83
2024-10-13 06:24:00,73.96
2024-10-13 06:25:00,72.3
2024-10-13 06:26:00,73.67
2024-10-13 06:27:00,73.36
2024-10-13 06:28:00,70.7
2024-10-13 06:29:00,69.21
2024-10-13 06:30:00,70.99
2024-10-13 06:31:00,73.51
2024-10-13 06:32:00,70.58
2024-10-13 06:33:00,69.04
2024-10-13 06:34:00,72.83
2024-10-13 06:35:00,70.09
2024-10-13 06:36:00,69.65
2024-10-13 06:37:00,73.83
2024-10-13 06:38:00,70.5
2024-10-13 06:39:00,72.27
2024-10-13 06:40:00,72.69
2024-10-13 06:41:00,70.87
2024-10-13 06:42:00,71.05
2024-10-13 06:43:00,71.43
2024-10-13 06:44:00,69.46
2024-10-13 06:45:00,69.88
2024-10-13 06:46:00,71.4
2024-10-13 06:47:00,70.01
2024-10-13 06:48:00,71.91
2024-10-13 06:49:00,72.62
2024-10-13 06:50:00,72.51
2024-10-13 06:51:00,71.11
2024-10-13 06:52:00,69.67
2024-10-13 06:53:00,72.6
2024-10-13 06:54:00,71.01
2024-10-13 06:55:00,70.23
2024-10-13 06:56:00,69.08
2024-10-13 06:57:00,70.76
2024-10-13 06:58:00,71.58
2024-10-13 06:59:00,72.38
2024-10-13 07:00:00,69.39
2024-10-13 07:01:00,73.35
2024-10-13 07:02:00,69.21
2024-10-13 07:03:00,70.83
2024-10-13 07:04:00,73.97
2024-10-13 07:05:00,73.08
2024-10-13 07:06:00,69.98
2024-10-13 07:07:00,70.28
2024-10-13 07:08:00,72.98
2024-10-13 07:09:00,70.71
2024-10-13 07:10:00,71.58
2024-10-13 07:11:00,73.73
2024-10-13 07:12:00,72.94
2024-10-13 07:13:00,71.39
2024-10-13 07:14:00,71.64
2024-10-13 07:15:00,72.52
2024-10-13 07:16:00,71.73
2024-10-13 07:17:00,70.81
2024-10-13 07:18:00,73.69
2024-10-13 07:19:00,71.63
2024-10-13 07:20:00,72.82
2024-10-13 07:21:00,71.82
2024-10-13 07:22:00,72.75
2024-10-13 07:23:00,73.74
2024-10-13 07:24:00,72.88
2024-10-13 07:25:00,72.17
2024-10-13 07:26:00,72.32
2024-10-13 07:27:00,69.54
2024-10-13 07:28:00,70.37
2024-10-13 07:29:00,73.72
2024-10-13 07:30:00,73.28
2024-10-13 07:31:00,73.0
2024-10-13 07:32:00,73.52
2024-10-13 07:33:00,69.6
2024-10-13 07:34:00,71.53
2024-10-13 07:35:00,69.02
2024-10-13 07:36:00,70.01
2024-10-13 07:37:00,70.07
2024-10-13 07:38:00,69.1
2024-10-13 07:39:00,72.89
2024-10-13 07:40:00,69.07
2024-10-13 07:41:00,69.73
2024-10-13 07:42:00,69.41
2024-10-13 07:43:00,72.54
2024-10-13 07:44:00,70.32
2024-10-13 07:45:00,72.97
2024-10-13 07:46:00,73.88
2024-10-13 07:47:00,69.52
2024-10-13 07:48:00,72.91
2024-10-13 07:49:00,69.76
2024-10-13 07:50:00,70.24
2024-10-13 07:51:00,72.45
2024-10-13 07:52:00,71.26
2024-10-13 07:53:00,71.05
2024-10-13 07:54:00,70.72
2024-10-13 07:55:00,72.17
2024-10-13 07:56:00,69.84
2024-10-13 07:57:00,72.52
2024-10-13 07:58:00,72.17
2024-10-13 07:59:00,69.99
2024-10-13 08:00:00,71.73
2024-10-13 08:01:00,72.49
2024-10-13 08:02:00,71.72
2024-10-13 08:03:00,72.29
2024-10-13 08:04:00,72.36
2024-10-13 08:05:00,71.36
2024-10-13 08:06:00,73.3
2024-10-13 08:07:00,70.74
2024-10-13 08:08:00,71.58
2024-10-13 08:09:00,72.28
2024-10-13 08:10:00,69.03
2024-10-13 08:11:00,73.09
2024-10-13 08:12:00,69.77
2024-10-13 08:13:00,73.22
2024-10-13 08:14:00,70.14
2024-10-13 08:15:00,69.67
2024-10-13 08:16:00,73.45
2024-10-13 08:17:00,70.39
2024-10-13 08:18:00,71.79
2024-10-13 08:19:00,71.69
2024-10-13 08:20:00,71.8
2024-10-13 08:21:00,73.05
2024-10-13 08:22:00,69.43
2024-10-13 08:23:00,73.17
2024-10-13 08:24:00,69.55
2024-10-13 08:25:00,69.46
2024-10-13 08:26:00,70.86
2024-10-13 08:27:00,73.52
2024-10-13 08:28:00,70.21
2024-10-13 08:29:00,71.55
2024-10-13 08:30:00,69.49
2024-10-13 08:31:00,70.25
2024-10-13 08:32:00,73.85
2024-10-13 08:33:00,70.86
2024-10-13 08:34:00,70.03
2024-10-13 08:35:00,72.19
2024-10-13 08:36:00,70.83
2024-10-13 08:37:00,72.13
2024-10-13 08:38:00,72.75
2024-10-13 08:39:00,72.79
2024-10-13 08:40:00,73.94
2024-10-13 08:41:00,70.67
2024-10-13 08:42:00,69.16
2024-10-13 08:43:00,73.93
2024-10-13 08:44:00,71.19
2024-10-13 08:45:00,72.75
2024-10-13 08:46:00,69.23
2024-10-13 08:47:00,69.92
2024-10-13 08:48:00,71.54
2024-10-13 08:49:00,71.69
2024-10-13 08:50:00,73.04
2024-10-13 08:51:00,71.87
2024-10-13 08:52:00,69.95
2024-10-13 08:53:00,72.0
2024-10-13 08:54:00,70.06
2024-10-13 08:55:00,71.61
2024-10-13 08:56:00,73.12
2024-10-13 08:57:00,71.16
2024-10-13 08:58:00,73.15
2024-10-13 08:59:00,70.6
2024-10-13 09:00:00,73.71
2024-10-13 09:01:00,72.4
2024-10-13 09:02:00,72.01
2024-10-13 09:03:00,70.51
2024-10-13 09:04:00,69.82
2024-10-13 09:05:00,72.41
2024-10-13 09:06:00,72.42
2024-10-13 09:07:00,70.43
2024-10-13 09:08:00,73.33
2024-10-13 09:09:00,73.49
2024-10-13 09:10:00,72.02
2024-10-13 09:11:00,69.08
2024-10-13 09:12:00,72.18
2024-10-13 09:13:00,70.11
2024-10-13 09:14:00,69.04
2024-10-13 09:15:00,69.13
2024-10-13 09:16:00,70.61
2024-10-13 09:17:00,71.12
2024-10-13 09:18:00,69.0
2024-10-13 09:19:00,70.49
2024-10-13 09:20:00,69.05
2024-10-13 09:21:00,69.98
2024-10-13 09:22:00,69.39
2024-10-13 09:23:00,70.4
2024-10-13 09:24:00,71.05
2024-10-13 09:25:00,70.07
2024-10-13 09:26:00,71.48
2024-10-13 09:27:00,70.79
2024-10-13 09:28:00,72.59
2024-10-13 09:29:00,70.98
2024-10-13 09:30:00,70.64
2024-10-13 09:31:00,70.02
2024-10-13 09:32:00,70.56
2024-10-13 09:33:00,72.04
2024-10-13 09:34:00,69.49
2024-10-13 09:35:00,69.92
2024-10-13 09:36:00,73.17
2024-10-13 09:37:00,70.5
2024-10-13 09:38:00,73.59
2024-10-13 09:39:00,70.43
2024-10-13 09:40:00,69.53
2024-10-13 09:41:00,69.08
2024-10-13 09:42:00,71.88
2024-10-13 09:43:00,72.53
2024-10-13 09:44:00,72.47
2024-10-13 09:45:00,73.79
2024-10-13 09:46:00,71.74
2024-10-13 09:47:00,73.4
2024-10-13 09:48:00,69.44
2024-10-13 09:49:00,71.55
2024-10-13 09:50:00,69.88
2024-10-13 09:51:00,71.08
2024-10-13 09:52:00,69.11
2024-10-13 09:53:00,71.74
2024-10-13 09:54:00,70.17
2024-10-13 09:55:00,72.76
2024-10-13 09:56:00,71.25
2024-10-13 09:57:00,70.5
2024-10-13 09:58:00,73.04
2024-10-13 09:59:00,72.43
2024-10-13 10:00:00,70.58
2024-10-13 10:01:00,72.63
2024-10-13 10:02:00,69.56
2024-10-13 10:03:00,69.63
2024-10-13 10:04:00,71.18
2024-10-13 10:05:00,70.55
2024-10-13 10:06:00,72.38
2024-10-13 10:07:00,72.91
2024-10-13 10:08:00,70.69
2024-10-13 10:09:00,69.46
2024-10-13 10:10:00,71.45
2024-10-13 10:11:00,70.27
2024-10-13 10:12:00,71.19
2024-10-13 10:13:00,72.99
2024-10-13 10:14:00,70.42
2024-10-13 10:15:00,73.02
2024-10-13 10:16:00,71.44
2024-10-13 10:17:00,70.6
2024-10-13 10:18:00,69.87
2024-10-13 10:19:00,71.81
2024-10-13 10:20:00,70.97
2024-10-13 10:21:00,70.91
2024-10-13 10:22:00,73.79
2024-10-13 10:23:00,72.64
2024-10-13 10:24:00,72.91
2024-10-13 10:25:00,69.91
2024-10-13 10:26:00,69.71
2024-10-13 10:27:00,72.61
2024-10-13 10:28:00,73.97
2024-10-13 10:29:00,69.61
2024-10-13 10:30:00,73.57
2024-10-13 10:31:00,70.91
2024-10-13 10:32:00,71.0
2024-10-13 10:33:00,69.13
2024-10-13 10:34:00,70.1
2024-10-13 10:35:00,73.19
2024-10-13 10:36:00,73.39
2024-10-13 10:37:00,71.95
2024-10-13 10:38:00,71.7
2024-10-13 10:39:00,70.6
2024-10-13 10:40:00,69.87
2024-10-13 10:41:00,72.9
2024-10-13 10:42:00,71.1
2024-10-13 10:43:00,70.21
2024-10-13 10:44:00,72.52
2024-10-13 10:45:00,73.46
2024-10-13 10:46:00,73.58
2024-10-13 10:47:00,73.01
2024-10-13 10:48:00,73.82
2024-10-13 10:49:00,73.61
2024-10-13 10:50:00,70.56
2024-10-13 10:51:00,70.96
2024-10-13 10:52:00,72.19
2024-10-13 10:53:00,69.52
2024-10-13 10:54:00,70.66
2024-10-13 10:55:00,71.44
2024-10-13 10:56:00,71.83
2024-10-13 10:57:00,71.8
2024-10-13 10:58:00,70.74
2024-10-13 10:59:00,73.45
2024-10-13 11:00:00,72.96
2024-10-13 11:01:00,73.71
2024-10-13 11:02:00,69.44
2024-10-13 11:03:00,71.93
2024-10-13 11:04:00,71.7
2024-10-13 11:05:00,69.96
2024-10-13 11:06:00,70.24
2024-10-13 11:07:00,70.29
2024-10-13 11:08:00,73.36
2024-10-13 11:09:00,72.38
2024-10-13 11:10:00,69.17
2024-10-13 11:11:00,69.19
2024-10-13 11:12:00,70.72
2024-10-13 11:13:00,73.36
2024-10-13 11:14:00,72.78
2024-10-13 11:15:00,73.29
2024-10-13 11:16:00,73.63
2024-10-13 11:17:00,69.18
2024-10-13 11:18:00,69.14
2024-10-13 11:19:00,71.14
2024-10-13 11:20:00,70.72
2024-10-13 11:21:00,73.64
2024-10-13 11:22:00,73.69
2024-10-13 11:23:00,69.78
2024-10-13 11:24:00,69.57
2024-10-13 11:25:00,69.44
2024-10-13 11:26:00,69.99
2024-10-13 11:27:00,69.4
2024-10-13 11:28:00,72.22
2024-10-13 11:29:00,69.77
2024-10-13 11:30:00,72.58
2024-10-13 11:31:00,72.35
2024-10-13 11:32:00,69.1
2024-10-13 11:33:00,73.98
2024-10-13 11:34:00,69.81
2024-10-13 11:35:00,70.45
2024-10-13 11:36:00,71.67
2024-10-13 11:37:00,72.84
2024-10-13 11:38:00,71.43
2024-10-13 11:39:00,69.96
2024-10-13 11:40:00,71.23
2024-10-13 11:41:00,70.87
2024-10-13 11:42:00,70.51
2024-10-13 11:43:00,71.02
2024-10-13 11:44:00,73.31
2024-10-13 11:45:00,73.97
2024-10-13 11:46:00,72.05
2024-10-13 11:47:00,73.3
2024-10-13 11:48:00,72.46
2024-10-13 11:49:00,70.54
2024-10-13 11:50:00,71.5
2024-10-13 11:51:00,72.35
2024-10-13 11:52:00,73.26
2024-10-13 11:53:00,71.17
2024-10-13 11:54:00,73.31
2024-10-13 11:55:00,71.49
2024-10-13 11:56:00,69.8
2024-10-13 11:57:00,69.61
2024-10-13 11:58:00,69.73
2024-10-13 11:59:00,69.65
2024-10-13 12:00:00,77.83
2024-10-13 12:01:00,79.67
2024-10-13 12:02:00,81.01
2024-10-13 12:03:00,77.18
2024-10-13 12:04:00,78.58
2024-10-13 12:05:00,77.2
2024-10-13 12:06:00,78.99
2024-10-13 12:07:00,79.79
2024-10-13 12:08:00,80.69
2024-10-13 12:09:00,80.26
2024-10-13 12:10:00,81.92
2024-10-13 12:11:00,81.96
2024-10-13 12:12:00,80.56
2024-10-13 12:13:00,78.76
2024-10-13 12:14:00,79.61
2024-10-13 12:15:00,81.62
2024-10-13 12:16:00,78.86
2024-10-13 12:17:00,81.4
2024-10-13 12:18:00,77.43
2024-10-13 12:19:00,78.58
2024-10-13 12:20:00,78.23
2024-10-13 12:21:00,81.55
2024-10-13 12:22:00,81.69
2024-10-13 12:23:00,79.26
2024-10-13 12:24:00,80.36
2024-10-13 12:25:00,80.21
2024-10-13 12:26:00,79.51
2024-10-13 12:27:00,78.04
2024-10-13 12:28:00,79.22
2024-10-13 12:29:00,78.55
2024-10-13 12:30:00,79.32
2024-10-13 12:31:00,80.56
2024-10-13 12:32:00,81.97
2024-10-13 12:33:00,77.93
2024-10-13 12:34:00,78.54
2024-10-13 12:35:00,81.2
2024-10-13 12:36:00,81.3
2024-10-13 12:37:00,78.69
2024-10-13 12:38:00,78.79
2024-10-13 12:39:00,80.57
2024-10-13 12:40:00,79.36
2024-10-13 12:41:00,81.63
2024-10-13 12:42:00,79.49
2024-10-13 12:43:00,81.19
2024-10-13 12:44:00,79.39
2024-10-13 12:45:00,77.29
2024-10-13 12:46:00,81.42
2024-10-13 12:47:00,80.41
2024-10-13 12:48:00,80.79
2024-10-13 12:49:00,79.48
2024-10-13 12:50:00,81.29
2024-10-13 12:51:00,78.98
2024-10-13 12:52:00,78.65
2024-10-13 12:53:00,80.1
2024-10-13 12:54:00,77.09
2024-10-13 12:55:00,81.93
2024-10-13 12:56:00,81.67
2024-10-13 12:57:00,80.73
2024-10-13 12:58:00,77.31
2024-10-13 12:59:00,78.45
2024-10-13 13:00:00,77.71
2024-10-13 13:01:00,81.98
2024-10-13 13:02:00,79.73
2024-10-13 13:03:00,78.26
2024-10-13 13:04:00,79.84
2024-10-13 13:05:00,79.4
2024-10-13 13:06:00,80.36
2024-10-13 13:07:00,81.34
2024-10-13 13:08:00,77.58
2024-10-13 13:09:00,80.8
2024-10-13 13:10:00,80.05
2024-10-13 13:11:00,77.19
2024-10-13 13:12:00,81.25
2024-10-13 13:13:00,77.63
2024-10-13 13:14:00,78.19
2024-10-13 13:15:00,80.52
2024-10-13 13:16:00,80.0
2024-10-13 13:17:00,78.8
2024-10-13 13:18:00,80.32
2024-10-13 13:19:00,79.54
2024-10-13 13:20:00,80.92
2024-10-13 13:21:00,80.02
2024-10-13 13:22:00,77.66
2024-10-13 13:23:00,78.84
2024-10-13 13:24:00,81.37
2024-10-13 13:25:00,80.41
2024-10-13 13:26:00,79.37
2024-10-13 13:27:00,77.04
2024-10-13 13:28:00,81.77
2024-10-13 13:29:00,80.32
2024-10-13 13:30:00,80.04
2024-10-13 13:31:00,81.7
2024-10-13 13:32:00,78.76
2024-10-13 13:33:00,77.8
2024-10-13 13:34:00,81.94
2024-10-13 13:35:00,78.64
2024-10-13 13:36:00,81.16
2024-10-13 13:37:00,81.23
2024-10-13 13:38:00,78.89
2024-10-13 13:39:00,78.98
2024-10-13 13:40:00,80.15
